NC_006934.1	NC_043196.1
NC_001502.1	NC_001502.1
NC_003788.1	NC_003788.1
NC_001634.1	NC_001634.1
NC_012538.1	NC_012538.1
NC_012539.1	NC_012539.1
NC_001343.1	NC_001343.1
NC_011765.1	NC_011765.1
NC_003842.1	NC_003842.1
NC_003751.1	NC_003751.1
NC_010759.1	NC_010759.1
NC_001488.1	NC_001488.1
NC_010490.1	NC_010490.1
NC_010737.1	NC_010737.1
NC_010738.1	NC_010738.1
NC_012482.1	NC_012482.1
NC_011345.1	NC_011345.1
NC_003622.1	NC_003622.1
NC_007619.1	NC_007619.1
NC_007659.1	NC_007659.1
NC_004014.1	NC_004014.1
NC_004824.1	NC_004824.1
NC_004039.1	NC_004039.1
NC_007668.1	NC_007668.1
NC_011506.2	NC_011506.2
NC_011509.2	NC_011509.2
NC_001486.1	NC_001486.1
NC_007747.1	NC_007747.1
NC_008171.1	NC_008171.1
NC_003805.1	NC_003805.1
NC_011510.2	NC_011510.2
NC_007040.1	NC_007040.1
NC_013455.1	NC_013455.1
NC_010754.1	NC_010754.1
NC_012485.1	NC_012485.1
NC_007369.1	NC_007369.1
NC_008184.1	NC_008184.1
NC_004071.1	NC_004071.1
NC_003857.1	NC_003857.1
NC_001407.1	NC_001407.1
NC_004007.1	NC_004007.1
NC_002700.2	NC_002700.2
NC_001815.1	NC_001815.1
NC_004186.1	NC_004186.1
NC_004212.1	NC_004212.1
NC_004558.1	NC_004558.1
NC_004450.1	NC_004450.1
NC_002561.1	NC_002561.1
NC_003841.1	NC_003841.1
NC_009450.1	NC_009450.1
NC_001549.1	NC_001549.1
NC_006020.1	NC_006020.1
NC_001278.1	NC_001278.1
NC_013110.1	NC_013110.1
NC_011052.2	NC_011052.2
NC_007585.1	NC_007585.1
NC_001574.1	NC_001574.1
NC_008374.1	NC_008374.1
NC_003673.1	NC_003673.1
NC_013133.1	NC_013133.1
NC_001981.1	NC_001981.1
NC_001792.2	NC_001792.2
NC_001484.1	NC_001484.1
NC_014518.1	NC_014518.1
NC_015784.2	NC_015784.2
NC_014525.1	NC_014525.1
NC_001403.1	NC_001403.1
NC_003378.1	NC_003378.1
NC_002201.1	NC_002201.1
NC_003471.1	NC_003471.1
NC_003612.1	NC_003612.1
NC_003783.1	NC_003783.1
NC_012698.2	NC_012698.2
NC_007815.2	NC_007815.2
NC_005947.1	NC_005947.1
NC_005283.1	NC_005283.1
NC_003983.1	NC_003983.1
NC_005285.1	NC_005285.1
NC_009562.1	NC_009562.1
NC_004068.1	NC_004068.1
NC_009520.1	NC_009520.1
NC_008180.1	NC_008180.1
NC_002817.1	NC_002817.1
NC_001458.1	NC_001458.1
NC_003375.1	NC_003375.1
NC_003702.1	NC_003702.1
NC_001648.1	NC_001648.1
NC_005029.1	NC_005029.1
NC_003059.1	NC_003059.1
NC_003665.1	NC_003665.1
NC_003023.1	NC_003023.1
NC_008514.1	NC_008514.1
NC_010706.1	NC_010706.1
NC_001702.1	NC_001702.1
NC_001402.1	NC_001402.1
NC_001420.2	NC_001420.2
NC_003847.1	NC_003847.1
NC_004995.1	NC_004995.1
NC_008970.1	NC_008970.1
NC_011592.1	NC_011592.1
NC_000874.1	NC_000874.1
NC_013020.1	NC_013020.1
NC_004765.1	NC_004765.1
NC_001618.1	NC_001618.1
NC_001497.2	NC_001497.2
NC_002195.1	NC_002195.1
NC_012777.1	NC_012777.1
NC_001822.1	NC_001822.1
NC_004642.1	NC_004642.1
NC_001344.1	NC_001344.1
NC_001722.1	NC_001722.1
NC_007159.1	NC_007159.1
NC_004441.1	NC_004441.1
NC_010955.1	NC_010955.1
NC_001350.1	NC_001350.1
NC_006260.1	NC_006260.1
NC_008928.1	NC_008928.1
NC_014474.1	NC_014474.1
NC_001452.1	NC_001452.1
NC_004540.1	NC_004540.1
NC_007341.1	NC_007341.1
NC_004725.1	NC_004725.1
NC_007587.1	NC_007587.1
NC_004994.2	NC_004994.2
NC_004455.1	NC_004455.1
NC_010343.1	NC_010343.1
NC_006262.1	NC_006262.1
NC_002800.1	NC_002800.1
NC_004367.1	NC_004367.1
NC_009890.1	NC_009890.1
NC_001552.1	NC_001552.1
NC_001739.2	NC_001739.2
NC_015886.1	NC_015886.1
NC_001831.1	NC_001831.1
NC_011559.1	NC_011559.1
NC_001501.1	NC_001501.1
NC_005845.1	NC_005845.1
NC_007535.1	NC_007535.1
NC_001940.1	NC_001940.1
NC_011546.1	NC_011546.1
NC_000898.1	NC_000898.1
NC_001839.2	NC_001839.2
NC_001576.1	NC_001576.1
NC_001586.1	NC_001586.1
NC_017685.1	NC_017685.1
NC_003755.1	NC_003755.1
NC_005261.3	NC_005261.3
NC_003474.1	NC_003474.1
NC_001362.1	NC_001362.1
NC_003838.1	NC_003838.1
NC_015495.1	NC_015495.1
NC_015045.1	NC_015045.1
NC_007966.1	NC_007966.1
NC_005338.2	NC_005338.2
NC_015328.1	NC_015328.1
NC_013097.1	NC_013097.1
NC_004107.1	NC_004107.1
NC_010797.1	NC_010797.1
NC_004583.1	NC_004583.1
NC_001495.1	NC_001495.1
NC_004052.1	NC_004052.1
NC_007667.1	NC_007667.1
NC_001413.1	NC_001413.1
NC_008032.1	NC_008032.1
NC_006429.1	NC_006429.1
NC_001973.1	NC_001973.1
NC_013226.1	NC_013226.1
NC_013227.1	NC_013227.1
NC_013439.1	NC_013439.1
NC_001503.1	NC_001503.1
AC_000010.1	AC_000010.1
NC_038512.1	NC_038512.1
NC_038521.1	NC_038521.1
NC_038522.1	NC_038522.1
NC_038562.1	NC_038562.1
NC_038570.1	NC_038570.1
NC_038615.1	NC_038615.1
NC_038620.1	NC_038620.1
NC_038632.1	NC_038632.1
NC_038645.1	NC_038645.1
NC_038648.1	NC_038648.1
NC_038658.1	NC_038658.1
NC_038665.1	NC_038665.1
NC_038667.1	NC_038667.1
NC_038668.1	NC_038668.1
NC_038669.1	NC_038669.1
NC_038675.1	NC_038675.1
NC_038733.1	NC_038733.1
NC_038764.1	NC_038764.1
NC_038783.1	NC_038783.1
NC_038792.1	NC_038792.1
NC_038793.1	NC_038793.1
NC_038795.1	NC_038795.1
NC_038808.1	NC_038808.1
NC_038811.1	NC_038811.1
NC_038815.1	NC_038815.1
NC_038825.1	NC_038825.1
NC_038845.1	NC_038845.1
NC_038847.1	NC_038847.1
NC_038855.1	NC_038855.1
NC_038871.1	NC_038871.1
NC_038872.1	NC_038872.1
NC_038883.1	NC_038883.1
NC_038889.1	NC_038889.1
NC_038917.1	NC_038917.1
NC_038922.1	NC_038922.1
NC_038923.1	NC_038923.1
NC_038935.1	NC_038935.1
NC_038942.1	NC_038942.1
NC_038951.1	NC_038951.1
NC_038972.1	NC_038972.1
NC_038973.1	NC_038973.1
NC_038986.1	NC_038986.1
NC_038987.1	NC_038987.1
NC_038994.1	NC_038994.1
NC_038995.1	NC_038995.1
NC_039002.1	NC_039002.1
NC_039011.1	NC_039011.1
NC_039024.1	NC_039024.1
NC_039025.1	NC_039025.1
NC_039026.1	NC_039026.1
NC_039027.1	NC_039027.1
NC_039028.1	NC_039028.1
NC_039029.1	NC_039029.1
NC_039030.1	NC_039030.1
NC_039031.1	NC_039031.1
NC_039041.1	NC_039041.1
NC_039052.1	NC_039052.1
NC_039062.1	NC_039062.1
NC_039071.1	NC_039071.1
NC_039073.1	NC_039073.1
NC_039082.1	NC_039082.1
NC_039085.1	NC_039085.1
NC_039088.1	NC_039088.1
NC_039214.1	NC_039214.1
NC_039223.1	NC_039223.1
NC_039228.1	NC_039228.1
NC_039237.1	NC_039237.1
NC_039238.1	NC_039238.1
NC_039242.1	NC_039242.1
NC_039242.1	NC_039022.1
NC_034530.1	NC_034530.1
NC_034529.1	NC_034529.1
NC_034461.1	NC_034461.1
NC_030460.1	NC_030460.1
NC_030468.1	NC_030468.1
NC_030478.1	NC_030478.1
NC_030455.1	NC_030455.1
NC_034518.1	NC_034518.1
NC_038754.1	NC_038754.1
NC_038369.1	NC_038369.1
NC_030445.1	NC_030445.1
NC_030446.1	NC_030446.1
NC_038820.1	NC_038820.1
NC_038841.1	NC_038841.1
NC_032097.1	NC_032097.1
NC_040433.1	NC_040433.1
NC_040592.1	NC_040592.1
NC_040360.1	NC_040360.1
NC_040357.1	NC_040357.1
NC_042070.1	NC_042070.1
NC_009827.1	NC_009827.1
NC_003676.1	NC_003676.1
NC_003996.1	NC_003996.1
NC_006551.1	NC_006551.1
NC_001669.1	NC_001669.1
NC_012735.1	NC_012735.1
NC_014956.1	NC_014956.1
NC_027221.1	NC_027221.1
NC_030119.1	NC_030119.1
NC_076875.1	NC_076875.1
NC_076951.1	NC_076951.1
NC_076395.1	NC_076395.1
NC_076902.1	NC_076902.1
NC_076897.1	NC_076897.1
NC_076893.1	NC_076893.1
NC_076881.1	NC_076881.1
NC_077075.1	NC_077075.1
NC_077080.1	NC_077080.1
NC_076885.1	NC_076885.1
NC_077093.1	NC_077093.1
NC_077056.1	NC_077056.1
NC_076349.1	NC_076349.1
NC_077109.1	NC_077109.1
NC_077070.1	NC_077070.1
NC_076022.1	NC_076022.1
NC_075281.1	NC_075281.1
NC_077139.1	NC_077139.1
NC_077108.1	NC_077108.1
NC_077142.1	NC_077142.1
NC_076946.1	NC_076946.1
NC_077148.1	NC_077148.1
NC_077131.1	NC_077131.1
NC_077103.1	NC_077103.1
NC_077165.1	NC_077165.1
NC_077167.1	NC_077167.1
NC_077180.1	NC_077180.1
NC_077172.1	NC_077172.1
NC_077209.1	NC_077209.1
NC_077214.1	NC_077214.1
NC_077215.1	NC_077215.1
NC_077201.1	NC_077201.1
NC_077205.1	NC_077205.1
NC_077724.1	NC_077724.1
NC_077810.1	NC_077810.1
NC_078844.1	NC_078844.1
NC_078890.1	NC_078890.1
NC_077756.1	NC_077756.1
NC_077758.1	NC_077758.1
NC_078113.1	NC_078113.1
NC_078120.1	NC_078120.1
NC_078160.1	NC_078160.1
NC_078169.1	NC_078169.1
NC_078046.1	NC_078046.1
NC_078926.1	NC_078926.1
NC_078129.1	NC_078129.1
NC_078109.1	NC_078109.1
NC_078616.1	NC_078616.1
NC_078056.1	NC_078056.1
NC_078057.1	NC_078057.1
NC_078059.1	NC_078059.1
NC_078463.1	NC_078463.1
NC_078261.1	NC_078261.1
NC_078067.1	NC_078067.1
NC_078559.1	NC_078559.1
NC_079005.1	NC_079005.1
NC_078096.1	NC_078096.1
NC_078587.1	NC_078587.1
NC_078098.1	NC_078098.1
NC_078290.1	NC_078290.1
NC_077828.1	NC_077828.1
NC_055922.1	NC_055922.1
NC_078259.1	NC_078259.1
NC_078030.1	NC_078030.1
NC_078031.1	NC_078031.1
NC_079047.1	NC_079047.1
NC_078767.1	NC_078767.1
NC_078266.1	NC_078266.1
NC_078267.1	NC_078267.1
NC_078843.1	NC_078843.1
NC_078020.1	NC_078020.1
NC_078287.1	NC_078287.1
NC_078986.1	NC_078986.1
NC_078404.1	NC_078404.1
NC_078396.1	NC_078396.1
NC_078400.1	NC_078400.1
NC_078294.1	NC_078294.1
NC_078409.1	NC_078409.1
NC_078319.1	NC_078319.1
NC_078994.1	NC_078994.1
NC_078278.1	NC_078278.1
NC_078432.1	NC_078432.1
NC_078433.1	NC_078433.1
NC_078440.1	NC_078440.1
NC_078223.1	NC_078223.1
NC_078343.1	NC_078343.1
NC_078950.1	NC_078950.1
NC_078959.1	NC_078959.1
NC_078936.1	NC_078936.1
NC_078956.1	NC_078956.1
NC_079107.1	NC_079107.1
NC_078358.1	NC_078358.1
NC_078582.1	NC_078582.1
NC_079008.1	NC_079008.1
NC_078998.1	NC_078998.1
NC_079129.1	NC_079129.1
NC_079097.1	NC_079097.1
NC_078697.1	NC_078697.1
NC_078293.1	NC_078293.1
NC_078227.1	NC_078227.1
NC_055389.1	NC_055389.1
NC_055416.1	NC_055416.1
NC_055334.1	NC_055334.1
NC_055330.1	NC_055330.1
NC_055319.1	NC_055319.1
NC_055294.1	NC_055294.1
NC_016154.1	NC_016154.1
NC_055179.1	NC_055179.1
NC_055350.1	NC_055350.1
NC_055352.1	NC_055352.1
NC_055456.1	NC_055456.1
NC_055236.1	NC_055236.1
NC_055366.1	NC_055366.1
NC_055367.1	NC_055367.1
NC_055370.1	NC_055370.1
NC_055382.1	NC_055382.1
NC_055224.1	NC_055224.1
NC_055237.1	NC_055237.1
NC_055479.1	NC_055479.1
NC_055481.1	NC_055481.1
NC_055175.1	NC_055175.1
NC_055176.1	NC_055176.1
NC_055552.1	NC_055552.1
NC_055488.1	NC_055488.1
NC_055558.1	NC_055558.1
NC_055440.1	NC_055440.1
NC_055494.1	NC_055494.1
NC_055497.1	NC_055497.1
NC_055562.1	NC_055562.1
NC_055519.1	NC_055519.1
NC_055131.1	NC_055131.1
NC_055152.1	NC_055152.1
NC_055154.1	NC_055154.1
NC_055574.1	NC_055574.1
NC_055595.1	NC_055595.1
NC_055580.1	NC_055580.1
NC_055598.1	NC_055598.1
NC_055603.1	NC_055603.1
NC_055588.1	NC_055588.1
NC_055604.1	NC_055604.1
NC_055604.1	NC_055238.1
NC_055419.1	NC_055419.1
NC_055325.1	NC_055325.1
NC_055326.1	NC_055326.1
NC_055322.1	NC_055322.1
NC_055300.1	NC_055300.1
NC_055361.1	NC_055361.1
NC_055464.1	NC_055464.1
NC_055263.1	NC_055263.1
NC_055267.1	NC_055267.1
NC_055257.1	NC_055257.1
NC_055640.1	NC_055640.1
NC_040180.1	NC_040180.1
NC_030888.1	NC_030888.1
NC_025734.1	NC_025734.1
NC_028123.1	NC_028123.1
NC_008714.1	NC_008714.1
NC_000858.1	NC_000858.1
NC_003323.1	NC_003323.1
NC_055618.1	NC_055618.1
NC_055622.1	NC_055622.1
NC_055391.1	NC_055391.1
NC_055240.1	NC_055240.1
NC_055249.1	NC_055249.1
NC_055288.1	NC_055288.1
NC_055447.1	NC_055447.1
NC_055284.1	NC_055284.1
NC_055276.1	NC_055276.1
NC_055404.1	NC_055404.1
NC_055631.1	NC_055631.1
NC_039023.1	NC_039023.1
NC_037579.1	NC_037579.1
