accession,set_label,baltimore,bits_evo,bits_markov,kmer_evo,kmer_markov,gc_true,gc_evo
NC_012909.1,euk_heldout,IV,1.896453619003296,1.9660852029245055,0.6368122787170836,0.799154818426401,40.0390625,17.7734375
NC_032427.1,euk_heldout,V,1.925248384475708,2.001236944513511,0.7242102592985283,0.8161570375609692,54.19921875,54.98046875
NC_055413.1,euk_heldout,?,1.840332269668579,1.955080533796482,0.7205828076507755,0.7650765149909703,36.03515625,26.85546875
NC_010646.1,euk_heldout,IV,1.8259124755859375,1.9659036966668153,0.8197831700146301,0.7362906421328368,38.57421875,29.39453125
NC_055175.1,euk_heldout,V,1.8950483798980713,1.998107835524332,0.6109270974683638,0.771578470494956,51.46484375,50.48828125
NC_038437.1,euk_heldout,IV,1.8064581155776978,2.0206591686324007,0.7961262191198055,0.7151848419343996,58.49609375,66.9921875
NC_000899.1,euk_heldout,I,1.8391586542129517,2.0169931806464927,0.7110262302435804,0.680430764592495,57.2265625,53.3203125
NC_076976.1,euk_heldout,V,1.8843410015106201,1.9725768033537663,0.4104604400771228,0.7803971696972702,38.37890625,47.4609375
NC_077024.1,euk_heldout,IV,1.8184669017791748,1.967582376769996,0.7120484201224622,0.7259556201768449,35.9375,30.76171875
NC_054003.1,euk_heldout,IV,1.775193452835083,1.9663462994581473,0.8071101426823395,0.7186186405390156,40.33203125,40.52734375
NC_023014.1,euk_heldout,IV,1.7797372341156006,1.9779959471100055,0.8135571260467727,0.8222000857797866,41.69921875,37.5
NC_025385.1,euk_heldout,V,1.884056806564331,1.97368917897384,0.8295876033201537,0.7943819318715377,44.62890625,42.08984375
NC_076923.1,euk_heldout,IV,1.866905927658081,1.9786566324562305,0.5469125685412395,0.7516374099763194,49.31640625,32.6171875
NC_039197.1,euk_heldout,V,1.9247422218322754,1.9866497544310522,0.7932440274167019,0.7886458756018377,43.84765625,43.359375
NC_002201.1,euk_heldout,VI,1.4195818901062012,1.946042472989169,0.8707149274224049,0.743539713572771,32.32421875,27.24609375
NC_055502.1,euk_heldout,I,1.6965594291687012,1.9668227958898075,0.5098722059125184,0.702731448068207,40.234375,47.75390625
NC_009991.1,euk_heldout,IV,1.890857219696045,1.9866842385402144,0.7690005255499229,0.7831242873059672,46.875,41.40625
NC_014905.1,euk_heldout,IV,1.7711102962493896,1.9771765056495925,0.3897389296341128,0.7805663325589886,41.40625,26.66015625
NC_020864.1,euk_heldout,I,1.7579708099365234,1.9855175017847977,0.5233196369142112,0.7962263822390286,40.52734375,33.59375
NC_002645.1,euk_heldout,IV,1.72115159034729,1.9608583676940468,0.856858303499188,0.7560059554218032,36.1328125,33.69140625
NC_029255.1,euk_heldout,I,1.829787015914917,1.9553208383925575,0.5957807651457402,0.7956120787497131,38.37890625,40.33203125
NC_015469.1,euk_heldout,?,1.835010051727295,1.9577445067235666,0.8389285652321757,0.752278986021901,34.9609375,28.61328125
NC_043525.1,euk_heldout,V,1.9109487533569336,1.9816415402433212,0.8185987641058153,0.8100423587818648,45.3125,42.578125
NC_076911.1,euk_heldout,IV,1.7869994640350342,1.972856402624442,0.7492691153520191,0.7281066873611274,40.8203125,39.453125
NC_025359.1,euk_heldout,V,1.852367877960205,1.980795571432445,0.8401139448669466,0.7625639484455216,39.0625,41.11328125
NC_005301.3,euk_heldout,V,1.887378454208374,1.9599936628834194,0.8261875226725219,0.7577935345196742,39.453125,38.8671875
NC_033553.1,euk_heldout,IV,1.8771798610687256,2.002381159645554,0.383085085606326,0.684698973987438,55.95703125,69.921875
NC_025835.1,euk_heldout,IV,1.809451699256897,1.9539332166572625,0.5345281645319012,0.7388743878063537,35.7421875,28.41796875
NC_034450.1,euk_heldout,V,1.8648614883422852,1.9552259528318243,0.8344898153825484,0.764209367885281,37.40234375,39.74609375
NC_043543.1,euk_heldout,IV,1.7123665809631348,1.9918254054546207,0.8030516656157476,0.7736470782307316,43.5546875,35.546875
NC_117164.1,euk_heldout,V,1.8822252750396729,1.9682490973845497,0.8492304331534366,0.8303781470310223,42.87109375,42.1875
NC_040570.1,euk_heldout,IV,1.8972856998443604,1.9769826605298726,0.8240705664095487,0.777790591259319,42.7734375,41.9921875
NC_001940.1,euk_heldout,VI,0.9080790281295776,1.9953865369448784,0.8442634906340994,0.7120820526136623,49.31640625,50.78125
NC_075022.1,euk_heldout,IV,1.802778959274292,1.9902576300758044,0.3778211688534291,0.7787763937368719,49.12109375,59.86328125
NC_000903.1,euk_heldout,V,1.8844083547592163,1.9961681653622996,0.7779695099231833,0.750406762822724,51.26953125,49.12109375
NC_002687.1,euk_heldout,I,1.7754714488983154,2.011286451993515,0.5645338995494553,0.7705335648114452,52.34375,65.52734375
NC_034454.1,euk_heldout,V,1.8309054374694824,1.9582463789176603,0.7327493114074299,0.7515501640297946,37.5,37.6953125
NC_001671.1,euk_heldout,IV,1.736551284790039,1.9763450954305744,0.5776329074018485,0.7753790838748256,41.9921875,31.8359375
NC_026250.1,euk_heldout,IV,1.7258307933807373,1.9426392722103658,0.8522686115825142,0.7251646503910518,31.54296875,31.0546875
NC_007447.1,euk_heldout,IV,1.8262267112731934,1.993115516282905,0.7833199934673489,0.7178753507274556,38.671875,38.96484375
NC_003225.3,euk_heldout,I,1.8878451585769653,1.9631704546617508,0.31312355852350693,0.7505682439235009,37.6953125,9.27734375
NC_013036.1,euk_heldout,I,1.9487502574920654,1.9974587082645474,0.6864538910727281,0.8053595449524015,45.703125,44.140625
NC_025363.1,euk_heldout,V,1.9037888050079346,1.9987442395804478,0.4019290234200171,0.7875706308014094,47.16796875,40.625
NC_055114.1,euk_heldout,V,1.8766930103302002,1.9800977867825316,0.7468019890098587,0.7678033001989144,39.35546875,36.42578125
NC_043410.1,euk_heldout,I,1.5987792015075684,1.944749371045234,0.42607495973487725,0.7579647643683642,32.71484375,56.4453125
NC_076865.1,euk_heldout,IV,1.8015878200531006,1.9756265409174696,0.5974031760905952,0.7844643090947963,43.45703125,45.1171875
NC_054004.1,euk_heldout,IV,1.7486099004745483,1.9884617906410353,0.8205296218226777,0.6405045341152635,41.11328125,36.62109375
NC_006146.1,euk_heldout,I,1.647026538848877,2.0065642813594367,0.8567011786329274,0.5835558824026496,66.50390625,73.73046875
NC_006577.2,euk_heldout,IV,1.6055338382720947,1.9422717219957792,0.8148318976560425,0.6486493890236478,31.640625,21.484375
NC_033436.1,euk_heldout,V,1.859268069267273,1.9694474785723552,0.8626191194469047,0.7352607151040267,37.6953125,35.44921875
NC_006942.1,euk_heldout,V,1.895616054534912,1.9840341746636787,0.5815654906482919,0.7979694088173057,45.99609375,34.1796875
NC_038283.1,euk_heldout,V,1.780885934829712,1.9759850388540832,0.6421406569700191,0.7671680148894824,41.796875,37.109375
NC_077047.1,euk_heldout,V,1.8918123245239258,1.9829967303742035,0.5151456046883994,0.7677826636023306,43.06640625,36.23046875
NC_007913.1,euk_heldout,IV,1.762451171875,1.9712538372991086,0.7672385798760067,0.7619374923048733,41.6015625,38.671875
NC_075563.1,euk_heldout,I,1.416385293006897,1.9353866224443916,0.874514278034469,0.3748580756157004,79.19921875,86.81640625
NC_076657.1,euk_heldout,IV,1.696589469909668,1.9596165611590344,0.460113936419122,0.6455077808147279,43.75,20.80078125
NC_029089.1,euk_heldout,IV,1.9022141695022583,2.003364732000413,0.7696017082021047,0.7866107314349677,49.4140625,50.09765625
NC_117229.1,euk_heldout,V,1.7462700605392456,1.9369342313489921,0.3576735862651493,0.6416310910938732,27.63671875,28.22265625
NC_076424.1,euk_heldout,V,1.940589427947998,1.9955948565142203,0.7344144180027374,0.7982064694618426,43.06640625,37.20703125
NC_005343.1,euk_heldout,IV,1.8841029405593872,1.98091083262843,0.7825864351135378,0.7462874900701755,45.99609375,45.41015625
NC_028915.1,phage_seen,I,0.15677691996097565,1.9388017606015446,0.8457249401871125,0.6432168185826383,30.078125,31.54296875
NC_004684.1,phage_seen,I,1.1882641315460205,1.9802512695094758,0.9037547272575097,0.49636039074362504,69.53125,74.0234375
NC_055013.1,phage_seen,I,0.559758186340332,1.9597616414414765,0.3874023079321059,0.6889436174012135,33.69140625,18.45703125
NC_030940.1,phage_seen,I,1.2472856044769287,2.0007195877051536,0.7169631818875998,0.7336218037349757,56.640625,65.52734375
NC_073205.1,phage_seen,I,0.8883898854255676,1.9976134434225599,0.839953157344548,0.7851843354203523,51.3671875,50.68359375
NC_049432.1,phage_seen,I,0.3488786220550537,1.9859875178585664,0.9392263033701973,0.5942791337265285,65.8203125,67.578125
NC_031045.1,phage_seen,I,1.6879446506500244,1.9963671268852161,0.5105566236150214,0.7758272269654466,40.72265625,46.97265625
NC_055742.1,phage_seen,I,1.7369163036346436,1.9693609671859091,0.7487991033188945,0.7387262138765919,38.57421875,33.30078125
NC_020204.1,phage_seen,I,1.1619980335235596,1.9872932076168184,0.826345267967313,0.7959674358910461,48.73046875,48.33984375
NC_051732.1,phage_seen,I,1.1123294830322266,1.949628916515987,0.49083968844852477,0.507860811892071,68.9453125,73.2421875
NC_047761.1,phage_seen,I,0.5225757360458374,1.989800554038812,0.8422402304190204,0.7007820317320805,52.63671875,55.56640625
NC_105436.1,phage_seen,I,1.5454769134521484,1.9818728737385898,0.7824558544798921,0.7706107303690096,42.96875,36.03515625
NC_048776.1,phage_seen,I,1.4729700088500977,1.9859783176695582,0.8119764857666357,0.792576537562923,38.37890625,34.5703125
NC_011614.1,phage_seen,I,0.31079405546188354,1.938051400050789,0.8519936766631205,0.6380321365332163,32.8125,31.15234375
NC_048064.1,phage_seen,I,1.2865121364593506,2.0020216826951196,0.79574489401976,0.7574951932335057,51.26953125,50.1953125
NC_047709.1,phage_seen,I,0.7876981496810913,2.019130920281367,0.5481704630593782,0.7538818852729422,43.359375,40.72265625
NC_054719.1,phage_seen,I,1.7493083477020264,1.9898233421667662,0.6946397026072778,0.6214353780811857,64.35546875,70.41015625
NC_049425.1,phage_seen,I,0.20428955554962158,1.9443855264269825,0.9826685189497079,0.6510057983702965,34.66796875,33.7890625
NC_041925.1,phage_seen,I,1.3192849159240723,1.9496711829986908,0.8620900658209362,0.7673243036273852,38.0859375,31.15234375
NC_001978.3,phage_seen,I,0.8706774711608887,1.9964765131571853,0.5851167512706178,0.571682921085606,64.16015625,67.87109375
NC_048099.1,phage_seen,I,0.9357178211212158,2.0072144750489977,0.8868000616125573,0.631988274201214,65.52734375,68.75
NC_049968.1,phage_seen,I,1.6556360721588135,1.94314626625053,0.4688356413543353,0.6110424189570967,29.78515625,6.15234375
NC_020199.1,phage_seen,I,0.6847548484802246,1.9550788063181113,0.7674456768047873,0.6341497296666475,32.12890625,29.00390625
NC_028967.1,phage_seen,I,0.19260090589523315,1.9802514065264036,0.8499555781712418,0.694819769497226,53.90625,57.71484375
NC_048102.1,phage_seen,I,1.2609246969223022,1.9586657766282953,0.795717157633657,0.7504855436107785,39.0625,35.25390625
NC_048029.1,phage_seen,I,1.7175849676132202,2.0072899082981177,0.8146211721198788,0.7110978328718817,58.0078125,60.3515625
NC_055840.1,phage_seen,I,1.7379988431930542,2.001521848813211,0.7181804383145316,0.7506278705569663,41.796875,32.91015625
NC_026596.1,phage_seen,I,1.3601337671279907,1.9894760692344933,0.7780459606507271,0.6661086803622489,59.1796875,63.4765625
NC_042340.1,phage_seen,I,1.202775239944458,1.9999559644170144,0.5004503259496242,0.6312914256449353,67.28515625,66.40625
NC_060134.1,phage_seen,I,1.6687533855438232,2.0235991176912353,0.7835707207893023,0.6759575818741748,60.9375,61.81640625
NC_055866.1,phage_seen,I,1.654994249343872,1.920519706193529,0.9094875642527345,0.6820907041977137,29.00390625,25.09765625
NC_009234.1,phage_seen,I,0.19329975545406342,1.9715753971401087,0.9075976414383231,0.5818730335645421,66.69921875,65.72265625
NC_042117.1,phage_seen,I,1.3047164678573608,1.9918619818146401,0.7114573907620583,0.5793362825193282,63.28125,74.12109375
NC_018280.1,phage_seen,I,1.2730882167816162,1.986674250715046,0.8236782786483965,0.739372236925367,44.82421875,43.45703125
NC_031920.1,phage_seen,I,0.041759248822927475,2.004493983353845,0.9936272148617192,0.7530610021328474,40.52734375,40.234375
NC_019768.1,phage_seen,I,0.08542370051145554,1.9859742730124421,0.9764164206496266,0.7100140062550693,55.17578125,56.25
NC_051685.1,phage_seen,I,1.3421332836151123,1.9860775357157794,0.5889567823557589,0.7483970623918434,59.08203125,66.015625
NC_047958.1,phage_seen,I,1.0602754354476929,2.021525357403955,0.6969854340304933,0.7159550867437792,55.56640625,63.4765625
NC_042032.1,phage_seen,I,1.7305521965026855,1.98907451450294,0.7690569047973925,0.7045202495545405,60.546875,68.45703125
NC_048818.1,phage_seen,I,1.5899522304534912,1.9896492300706365,0.707662230523105,0.7668850650177668,40.0390625,27.24609375
NC_103643.1,phage_seen,I,1.7786834239959717,1.9960460449863282,0.7912109103497906,0.7907105431126169,40.0390625,36.71875
NC_073373.1,phage_seen,I,1.521535873413086,1.9915223288452268,0.7687539368272849,0.5803382321785329,70.60546875,72.75390625
NC_019928.1,phage_seen,I,1.343199610710144,1.9425576565867013,0.8059478407991871,0.6559365069942592,34.375,29.1015625
NC_027985.1,phage_seen,I,1.3970978260040283,1.9795708644974381,0.9032666900245616,0.5766905687942916,66.2109375,68.1640625
NC_071018.1,phage_seen,I,1.8026232719421387,1.9971456594981531,0.7901623960725727,0.7563109997452784,56.640625,56.8359375
NC_054932.1,phage_seen,I,1.6859122514724731,1.9464114315742216,0.8250471474833706,0.6970612405013168,30.6640625,28.22265625
NC_021304.1,phage_seen,I,0.7463310360908508,1.9847675000071772,0.8918495769053292,0.5441496444608237,66.69921875,68.75
NC_071009.1,phage_seen,I,1.627272605895996,2.002123758353296,0.7806782726803049,0.7772927686539362,49.0234375,48.6328125
NC_023557.1,phage_seen,I,1.7272751331329346,1.9898387903547734,0.8049729674130077,0.6755209960530789,50.9765625,54.98046875
NC_026600.1,phage_seen,I,1.7930008172988892,2.000612931877535,0.827943716640188,0.6886160759803801,58.59375,55.2734375
NC_019419.2,phage_seen,I,1.5357224941253662,2.0223492569823707,0.6386531947362006,0.7027780485064934,52.9296875,53.90625
NC_021790.1,phage_seen,I,1.4881889820098877,1.948576704197887,0.6170883446830989,0.7115380000156014,36.62109375,37.5
NC_054972.1,phage_seen,I,1.5507240295410156,1.9754695548214578,0.8631370917053216,0.6970942396411232,54.19921875,50.5859375
NC_071069.1,phage_seen,I,0.6847168803215027,1.9796725375724666,0.8003232994429873,0.7505244845092554,40.4296875,37.20703125
NC_049359.1,phage_seen,I,0.17653045058250427,1.9537023376244143,0.974600624773491,0.7594071979886103,34.86328125,33.30078125
NC_031055.1,phage_seen,I,0.2633594274520874,1.9537826291127864,0.8874840111709748,0.7860154893214408,34.765625,36.328125
NC_042062.1,phage_seen,I,1.6623401641845703,1.984036044038597,0.7909719998486777,0.7473911322315383,40.0390625,37.6953125
NC_048703.1,phage_seen,I,1.4132758378982544,1.991548724677048,0.7447292699714854,0.773882803757094,48.2421875,42.67578125
NC_019421.1,phage_seen,I,0.5148336887359619,1.947143689588798,0.8492405651926869,0.7542069646885008,33.0078125,24.0234375
NC_073682.1,phage_seen,I,1.60686457157135,1.9924692757793723,0.8161884642901076,0.7439220226993885,48.6328125,46.09375
NC_031902.1,phage_seen,I,1.5463883876800537,1.969298108455162,0.7879694683684013,0.7477937436542392,37.3046875,35.05859375
NC_015273.1,phage_seen,I,1.3447579145431519,1.9879716559127207,0.8258449446890985,0.7016405592433828,57.2265625,63.18359375
NC_053235.1,phage_seen,I,1.6426079273223877,1.9813432280654424,0.7768914780771351,0.5202371571777191,66.11328125,76.07421875
NC_054790.1,phage_seen,I,1.4361350536346436,2.0017568790292875,0.7920666080668957,0.5944047423894087,63.8671875,63.28125
NC_055829.1,phage_seen,I,1.670902132987976,1.9793259300523183,0.8242751784428058,0.716440413814811,37.890625,36.328125
NC_023747.1,phage_seen,I,1.317812204360962,1.9723642458898547,0.8785339462921038,0.5445271121128297,69.62890625,73.4375
NC_138482.1,phage_seen,I,0.6184959411621094,1.9933466478035333,0.8003179001521445,0.6743044564691312,50.5859375,55.95703125
NC_024363.1,phage_seen,I,1.386711835861206,1.9821927653269988,0.8561457631217093,0.5614652448933837,66.40625,69.53125
NC_049482.1,phage_seen,I,0.11879009008407593,1.9332859216957652,0.9880704281830284,0.6067583372079668,33.88671875,33.3984375
NC_073485.1,phage_seen,I,0.9722927808761597,1.9704476375399642,0.9274947290275539,0.4859387421883571,73.046875,75.68359375
NC_031250.1,phage_seen,I,1.8057172298431396,1.9874415833081744,0.311895548965855,0.7223368803712253,41.2109375,31.54296875
NC_055005.1,phage_seen,I,0.9557619690895081,1.9727834524452006,0.8579406001931986,0.5967605022671131,33.3984375,24.31640625
NC_041904.1,phage_seen,I,1.8401020765304565,2.0107611980094755,0.7812363635059602,0.7338730610256675,48.828125,53.125
NC_041886.1,phage_seen,I,1.4536365270614624,2.004839936951827,0.825842409517803,0.5829603853704236,66.50390625,66.11328125
NC_054656.1,phage_seen,I,0.8088252544403076,1.988554684950138,0.8799554180949498,0.6125375797934578,66.6015625,66.69921875
NC_028958.1,phage_seen,I,1.2148195505142212,1.9592502456350989,0.8452246652526725,0.6879148183129885,35.25390625,24.4140625
NC_009016.1,phage_seen,I,1.1151466369628906,1.9870664494114603,0.7833994865769196,0.7078276426790052,60.25390625,61.328125
NC_055818.1,phage_seen,I,1.6227656602859497,1.9772393218093613,0.34961919559582977,0.4954437308754468,67.67578125,67.1875
NC_103212.1,phage_seen,I,1.6352317333221436,1.9822935540703601,0.7573887273415962,0.6936293450165103,39.35546875,24.90234375
NC_070798.1,phage_seen,I,0.9370656609535217,1.9717662055086116,0.9171731725460692,0.4769042081129903,71.875,74.0234375
NC_069748.1,phage_seen,I,1.3455768823623657,1.9904438378031126,0.8758647967726078,0.6382261148554416,56.4453125,59.86328125
NC_031124.1,phage_seen,I,1.5962475538253784,2.0091876614799165,0.7798390240489452,0.6325180422725666,60.25390625,65.13671875
NC_107939.1,phage_seen,I,1.6305100917816162,1.9825554723217376,0.6949811841961758,0.7816443727685363,46.38671875,57.71484375
NC_073449.1,phage_seen,I,1.2634837627410889,1.9887113087673864,0.8000619856632094,0.602593852572114,66.2109375,71.6796875
NC_073747.1,phage_seen,I,0.06985848397016525,1.9823849090607315,0.9915614655771627,0.7740903397925911,51.7578125,51.66015625
NC_049400.1,phage_seen,I,0.17895425856113434,1.9433942495094394,0.9808613000923253,0.6926103408245465,34.375,34.375
NC_031039.1,phage_seen,I,1.337388038635254,1.9409866784484315,0.7966628674705261,0.7479818949916897,30.95703125,19.7265625
NC_070911.1,phage_seen,I,0.14063650369644165,1.9727653048175873,0.9691592939106635,0.6965074008578266,57.71484375,59.9609375
NC_031258.1,phage_seen,I,0.795218825340271,1.9808396358856528,0.8343698933340549,0.7596158344626802,51.26953125,51.66015625
NC_073027.1,phage_seen,I,1.6461057662963867,1.9941209411780163,0.7253705746879812,0.655966074259785,62.6953125,68.1640625
NC_007808.1,phage_seen,I,1.5460652112960815,1.9993807349956227,0.7058364197925442,0.7628821598968588,44.53125,42.1875
NC_106230.1,phage_seen,I,0.4025436043739319,1.979859522938463,0.9558219570098314,0.5837327933584093,63.76953125,65.52734375
NC_042022.1,phage_seen,I,1.1694493293762207,1.9690082863049894,0.8204840069336565,0.657073755877887,38.0859375,37.01171875
NC_073607.1,phage_seen,I,1.853402853012085,2.022191008534008,0.7423045135553458,0.7283756026649335,49.609375,48.4375
NC_024208.1,phage_seen,I,0.878469705581665,1.9628143309939652,0.8599279370183701,0.7583979954927296,35.9375,31.640625
NC_048206.1,phage_seen,I,1.3199236392974854,1.9880163589896902,0.7569730824801968,0.7276869113736684,43.9453125,46.09375
NC_079176.1,phage_seen,I,1.753767728805542,1.979397887831679,0.793465726832409,0.7512058278227101,43.84765625,39.0625
NC_041940.1,phage_seen,I,1.2727292776107788,2.007565012687629,0.8261226718804822,0.667209818220449,60.9375,66.6015625
NC_070651.1,phage_seen,I,0.3683539628982544,1.9536327883590336,0.8742988446332614,0.661074013447946,38.0859375,39.35546875
NC_008464.1,phage_seen,I,0.05968071147799492,1.9724180824068835,0.8497361706710689,0.7490511561368244,45.8984375,50.87890625
